GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
84254       17    3758609    3801337    110      26  150064       -1.643      0.94981
5023        17    3794885    3824960     88      15  150064     -0.73786       0.7697
489         17    3822163    3872758    177      21  150064       -1.419      0.92206
23140       17    3902739    4051314    509      17  150064       1.8913     0.029295
124936      17    4041441    4065995     90       9  150064        1.712     0.043445
51479       17    4061665    4172274    227      19  150064       2.2603       0.0119
7326        17    4167512    4274969    154       9  150064       2.4361    0.0074232
201305      17    4332219    4396499    344      39  150064      0.98787      0.16161
124976      17    4397129    4448228    153      30  150064       3.4735   0.00025687
10514       17    4437191    4463921     63      18  150064       2.9336     0.001675
124975      17    4455222    4468876     34      10  150064     -0.46242      0.67811
342527      17    4482276    4516614    120      26  150064      0.61582      0.26901
246         17    4529214    4550583     57      16  150064      0.20323      0.41948
27043       17    4569679    4612712    135      11  150064      0.54372      0.29332
409         17    4608789    4629795     79      11  150064      0.94439      0.17248
400569      17    4629723    4641902     40       6  150064     0.041738      0.48335
58191       17    4631828    4648223     47      10  150064      0.46201      0.32204
84225       17    4638059    4654414     53      14  150064      0.37398      0.35421
9032        17    4670187    4691506     84      14  150064    0.0093044      0.49629
284013      17    4683580    4694729     35       6  150064     0.073605      0.47066
388323      17    4686723    4698887     30       7  150064     0.084153      0.46647
5694        17    4694439    4706798     33      10  150064       1.3795     0.083872
5338        17    4705396    4731727     70      16  150064       1.2414      0.10724
50488       17    4731635    4806356    206      21  150064      0.80917      0.20921
1145        17    4796064    4811369     58      11  150064      0.29706      0.38321
100130311   17    4797948    4811227     44       9  150064      0.29447       0.3842
2811        17    4830312    4843325     31       9  150064      -0.2508      0.59901
8402        17    4835425    4848462     29       9  150064     -0.48412      0.68585
26001       17    4838328    4853517     34      10  150064     -0.51851      0.69795
5216        17    4843945    4857381     25       8  150064     -0.11498      0.54577
2027        17    4848404    4865426     34      10  150064      0.99391      0.16013
9552        17    4857521    4876132     30       9  150064      0.42311      0.33611
23125       17    4866287    4895960     74      12  150064      -1.1353      0.87187
388324      17    4886425    4906214     60      11  150064     -0.63218      0.73637
10749       17    4896243    4936694     97      17  150064     -0.27958       0.6101
55065       17    4930711    4960304    100      15  150064      0.08196      0.46734
124961      17    4976754    5004669     69      13  150064      0.12205      0.45143
7775        17    5004029    5031411     73      16  150064       1.0752      0.14115
9098        17    5026687    5083327    118      13  150064      0.82941      0.20344
84622       17    5077830    5100178     43       9  150064       1.3329     0.091277
388325      17    5107215    5143997    114      16  150064      0.56303      0.28671
9135        17    5180558    5294132    383      25  150064       2.4917    0.0063575
4927        17    5284346    5328400    225       8  150064       1.9314     0.026716
84268       17    5317961    5341340     99       8  150064       1.8116     0.035026
708         17    5331099    5347471     44       9  150064       1.6493     0.049539
56919       17    5339232    5377380    101      20  150064        2.037     0.020823
51009       17    5372582    5394520     70      14  150064       2.1105     0.017408
79003       17    5384694    5399134     80       7  150064      0.62723      0.26525
728392      17    5397747    5410042     46       6  150064      0.99685      0.15942
22861       17    5399719    5492832    468      18  150064       0.1191       0.4526
23302       17    5967426    6032747    188      50  150064     -0.25364      0.60012
23746       17    6322057    6343576    142      28  150064      0.76644      0.22171
54478       17    6342735    6359385     75      16  150064      0.54385      0.29327
83394       17    6349583    6464877    411      43  150064      0.51045      0.30487
9851        17    6476645    6550066    232      19  150064      0.30983      0.37835
84817       17    6539222    6552861     59       8  150064      0.77571      0.21896
51003       17    6541633    6560191     76       9  150064      0.58345       0.2798
388327      17    6550059    6561617     52       6  150064     0.080665      0.46785
284111      17    6583038    6621886    150      30  150064       1.0262      0.15239
54739       17    6653716    6683966    104      17  150064     -0.85252      0.80304
162517      17    6674523    6705420    127      21  150064    -0.044034      0.51756
83659       17    6698300    6740077    160      19  150064     0.079139      0.46846
239         17    6894384    6919055     73       8  150064     -0.78288      0.78315
440400      17    6910736    6922852     27       4  150064    -0.072234      0.52879
124944      17    6913056    6925843     24       4  150064      0.16229      0.43554
255877      17    6921368    6938609     40       6  150064      -0.1453      0.55776
201232      17    6934394    6948440     48       9  150064     -0.78873      0.78486
162515      17    6939949    6952242     39       7  150064     -0.87929      0.81038
10462       17    6972856    6988626     62      16  150064     -0.33445      0.63098
433         17    6999641    7023292    131      18  150064       -1.785      0.96287
432         17    7071750    7087883     25       7  150064       2.0332     0.021016
1742        17    7088209    7128369     66      16  150064       4.2326   1.1549e-05
37          17    7115444    7133586     26       6  150064       3.3816   0.00036032
1856        17    7123661    7142867     22       7  150064       3.6498    0.0001312
79142       17    7133347    7147825     14       5  150064       3.3662   0.00038104
11337       17    7138738    7150753     10       4  150064        3.363   0.00038549
23399       17    7141906    7160259     21       5  150064       3.2988   0.00048552
23587       17    7150372    7168259     31       6  150064       3.5722   0.00017701
1366        17    7158222    7171863     25       7  150064       3.6766    0.0001182
6517        17    7179986    7196367     36       8  150064       2.8845    0.0019599
51087       17    7186571    7202876     25       7  150064          1.1      0.13566
1984        17    7205318    7220782     39       9  150064     -0.37122      0.64476
2874        17    7210978    7223658     30       7  150064     -0.58066      0.71927
84461       17    7213947    7237644     60      11  150064      0.22908      0.40941
9744        17    7234848    7259797     57      17  150064      0.33013      0.37065
147040      17    7250208    7263263     29      12  150064     -0.62055      0.73255
339168      17    7253497    7265538     28      12  150064     -0.91242      0.81923
8711        17    7279293    7298093     58      15  150064       1.2237      0.11054
57048       17    7288046    7303162     52      16  150064      0.45848      0.32331
254863      17    7301293    7312450     30       9  150064      0.12209      0.45142
57555       17    7306502    7328183     52      18  150064       1.1287       0.1295
374768      17    7318652    7329956     25       8  150064       1.5893     0.055998
201243      17    7323851    7335887     20       6  150064       1.4158     0.078417
284114      17    7333762    7345998     26       8  150064      0.95719      0.16923
2256        17    7336784    7353256     33       8  150064       1.0824      0.13954
1140        17    7343406    7365932     47       8  150064        1.546     0.061055
57659       17    7357685    7392568    105      12  150064       1.3637     0.086336
643664      17    7365504    7391383     75      10  150064       1.3307     0.091648
5430        17    7382698    7422935    164      11  150064        1.033       0.1508
8742        17    7447375    7466207     62      12  150064     -0.18842      0.57473
407977      17    7447375    7469925     75      15  150064    -0.028589       0.5114
8741        17    7456609    7469925     37      11  150064      0.15629       0.4379
26168       17    7460309    7480287     55      14  150064      0.40006      0.34455
1973        17    7471024    7487324     39      10  150064      0.54709      0.29216
968         17    7477805    7490429     29       9  150064       1.2152      0.11215
9526        17    7481965    7496530     24       9  150064     -0.11377      0.54529
6665        17    7486496    7499037     16       7  150064      0.45218      0.32557
9513        17    7489548    7523215     55      12  150064       0.4937      0.31076
6462        17    7512382    7541700     55      14  150064      0.31998      0.37449
112483      17    7524552    7536194     28       9  150064      0.14488       0.4424
482         17    7549254    7566089     50       8  150064      0.43706      0.33104
7157        17    7566720    7595868     97      21  150064       1.3059     0.095788
55135       17    7584389    7611820     66      10  150064       1.3628     0.086471
1949        17    7603520    7619693     40      12  150064       1.4208     0.077681
146754      17    7615631    7742058    321      41  150064      0.80341      0.21087
23135       17    7732521    7763118     63      16  150064       1.5818     0.056846
92162       17    7753181    7764417     20       7  150064       1.8695     0.030773
84316       17    7755003    7793608     85      17  150064      0.88486      0.18812
124637      17    7756064    7770691     29       8  150064       1.6415     0.050349
1107        17    7783096    7821075     64      16  150064       3.0656    0.0010861
9196        17    7820177    7838180     49      12  150064       3.3507   0.00040304
58485       17    7828663    7840317     28       7  150064        3.145   0.00083038
116840      17    7830442    7858237     81       8  150064       2.6548    0.0039676
3000        17    7900988    7928658     69      13  150064       3.1426   0.00083723
247         17    7937343    7957452    100      20  150064     -0.53866      0.70494
242         17    7970954    7996021     75      18  150064     -0.17228      0.56839
59344       17    7994218    8027365    126      31  150064      0.59498      0.27593
84667       17    8018908    8032410     53      12  150064       1.8488     0.032247
5187        17    8038788    8064723     72      12  150064      0.20329      0.41946
6844        17    8057465    8071293     33       7  150064     -0.30729      0.62069
84314       17    8071296    8084723     33       7  150064      0.38445      0.35032
54785       17    8086651    8098564     28      10  150064      0.76268      0.22283
9212        17    8103049    8118944     44      11  150064      0.25961      0.39758
80169       17    8123139    8156413     87      16  150064      0.89983      0.18411
5198        17    8147596    8178809     92      17  150064       1.0875       0.1384
399512      17    8186082    8203709     58      12  150064       1.1975      0.11555
29098       17    8186745    8198409     26       7  150064       1.8012     0.035835
22899       17    8208556    8230834     73      18  150064       0.2051      0.41875
146852      17    8238158    8254364     94       9  150064      0.49235      0.31124
124751      17    8266973    8285027     38       7  150064      0.85496      0.19629
6154        17    8275834    8291565     40       7  150064      0.66013      0.25458
643904      17    8289022    8306144     47      13  150064       1.8706     0.030697
81565       17    8311447    8376495    122      19  150064       1.6075     0.053972
4628        17    8372523    8539094    265      21  150064       2.2515     0.012178
146849      17    8628246    8653154     94      13  150064      0.52151      0.30101
388333      17    8645849    8666977     64      15  150064     -0.12138       0.5483
162387      17    8695428    8707667     59       9  150064       1.7933     0.036461
146850      17    8701055    8775994    171      29  150064      0.79762      0.21255
23533       17    8777233    8874029    241      43  150064      -1.7943      0.96362
9423        17    8919859    9152317    889      90  150064     -0.19968      0.57913
9482        17    9148788    9484275    972     118  150064     -0.46781      0.68004
146845      17    9474944    9551776    101      19  150064       1.2879     0.098886
124739      17    9543015    9638004    227      30  150064      0.76614       0.2218
201140      17    9669751    9699894    128      18  150064     -0.61422      0.73047
9340        17    9724152    9799269    301      23  150064      0.18967      0.42478
5957        17    9796027    9813684    110      16  150064     -0.96287      0.83219
8522        17    9808926   10106868   1173     160  150064       1.4331     0.075908
8735        17   10196401   10281322    290      34  150064      0.73381      0.23153
4626        17   10288642   10330267     69       8  150064     0.060389      0.47592
4622        17   10341607   10377876     59       7  150064     -0.16749      0.56651
4619        17   10390624   10426859     54      10  150064     -0.46317      0.67838
4620        17   10419465   10458017     89       8  150064     -0.44796      0.67291
4621        17   10526843   10565626    121      10  150064       1.5953     0.055322
6341        17   10578649   10605885     48       4  150064     -0.96854      0.83361
56985       17   10595927   10621264     67       3  150064     -0.74132      0.77075
388335      17   10611631   10638646     94       2  150064     -0.66619      0.74736
644139      17   10720792   10746418     57      13  150064       1.8104     0.035115
388336      17   11139740   11472380   1153     111  150064       5.3903   3.5174e-08
1770        17   11496748   11878065    995      93  150064       1.5912     0.055777
7566        17   11875756   11906736     61       9  150064     -0.73925      0.77012
6416        17   11919135   12052148    214      23  150064    0.0083651      0.49666
93649       17   12564207   12677266    365      48  150064      0.10648       0.4576
9912        17   12687829   12899960    806      56  150064       3.3576   0.00039316
60528       17   12889929   12926381    195      10  150064        3.657   0.00012758
9955        17   13394006   13510244    499      52  150064       3.7244   9.7883e-05
1352        17   13967719   14116996    439      44  150064      0.28497      0.38784
146822      17   14134173   14145150     13       4  150064         0.57      0.28434
9953        17   14199367   14257721    204      50  150064     -0.56761      0.71485
5376        17   15128094   15173674    102      14  150064      0.10357      0.45875
64518       17   15202129   15249958    148      19  150064      0.82717      0.20407
284040      17   15334332   15375925    126      14  150064      -1.3396      0.90981
100533496   17   15334332   15471945    362      29  150064      -1.2262      0.88995
201158      17   15400578   15471945    158      14  150064     -0.24336      0.59614
374286      17   15486977   15528018    111      12  150064       1.3076     0.095512
10626       17   15526277   15592625    123      18  150064     -0.18748      0.57436
57335       17   15597891   15629101     65      11  150064      0.27114      0.39314
353149      17   15630591   15653098     33       6  150064      -0.3957      0.65384
136         17   15843231   15884210     70      12  150064   -0.0043041      0.50172
125150      17   15874874   15908006     82       8  150064      0.47897      0.31598
54902       17   15897694   15937723     93       9  150064      0.44654       0.3276
9611        17   15928408   16123874    344      12  150064      0.76708      0.22152
9487        17   16115509   16235098    225      15  150064      0.61498      0.26928
201161      17   16240831   16261812     44       6  150064     -0.13752      0.55469
7314        17   16279367   16291059     23       4  150064       1.2291      0.10952
51393       17   16313856   16345317     83      13  150064      0.96027      0.16846
388341      17   16340319   16400505    190      20  150064       1.6198     0.052634
57336       17   16448626   16477520     49       6  150064     0.083774      0.46662
57547       17   16519048   16562167    114       8  150064     -0.97809      0.83599
9720        17   16588549   16683311     83      10  150064     -0.20311      0.58048
96597       17   16821948   16837856     67      10  150064      -1.3926      0.91813
23495       17   16837398   16880432    205      27  150064     -0.69896      0.75771
23164       17   16940790   17100962    363      23  150064       1.6476      0.04972
201164      17   17099309   17114646     48      12  150064      0.72519      0.23417
201163      17   17110523   17145502    107      16  150064      0.99922      0.15884
8533        17   17144938   17189617    132      12  150064      0.57867      0.28141
56953       17   17201680   17255977    184      25  150064     -0.35883      0.64014
55090       17   17375300   17401534     65      11  150064       1.4825     0.069106
51655       17   17392751   17404709     37       8  150064       1.7268     0.042098
10400       17   17403877   17500434    262      19  150064       1.0902      0.13781
10743       17   17579787   17719767    200      28  150064       4.5514   2.6651e-06
6720        17   17709663   17745331     50       6  150064       5.1222   1.5097e-07
146691      17   17741822   17880784    210       9  150064       5.2372   8.1497e-08
83450       17   17871127   17925203     93      10  150064       5.7554   4.3214e-09
91647       17   17916334   17947483     36       5  150064       5.6791   6.7689e-09
79018       17   17937611   17976719     72       6  150064        5.613   9.9409e-09
1819        17   17986181   18016299     65       7  150064       5.2014   9.8892e-08
51168       17   18007020   18088116    153      20  150064       4.8858    5.151e-07
54890       17   18081867   18118268     87       9  150064       2.9608    0.0015341
3996        17   18123907   18153189     72       9  150064        2.413    0.0079118
2314        17   18143129   18167230     33       8  150064       2.0019     0.022647
125170      17   18158848   18174095     28       8  150064       1.4976     0.067125
7156        17   18172235   18223321    110       9  150064      0.75735      0.22442
140775      17   18213594   18236370     69       7  150064       1.1166      0.13208
6470        17   18226187   18271856    123      13  150064        1.343     0.089635
645027      17   18276079   18297961     57       5  150064     -0.23893      0.59442
254272      17   18533738   18552740     16       4  150064      0.46697      0.32026
729288      17   18556742   18590572     93      13  150064       1.6893     0.045581
147166      17   18596311   18644431    101      16  150064       2.0098     0.022224
10517       17   18642326   18687662    114      18  150064       1.8709     0.030683
51030       17   18679458   18715027     80      10  150064        2.905    0.0018365
101929141   17   18727272   18766929     64       8  150064        3.112   0.00092923
5636        17   18754612   18839600    273      14  150064       2.7193    0.0032711
125206      17   18848989   18929004    147      33  150064       2.9813    0.0014351
644815      17   18869381   18913060     73      15  150064       1.0636      0.14375
10750       17   18918969   18955336     15       4  150064       3.1618   0.00078409
22905       17   19135690   19245028    178      10  150064       2.5692    0.0050971
27077       17   19235563   19286495     80       9  150064        3.009    0.0013104
5598        17   19276034   19291857     16       5  150064        4.963   3.4709e-07
4239        17   19281755   19295532     16       5  150064       4.6764   1.4596e-06
7732        17   19309491   19325589     25       4  150064         1.12      0.13136
55244       17   19432167   19487346    116      19  150064       2.4837    0.0065013
224         17   19547064   19585908     69      12  150064      0.84071      0.20026
146802      17   19576626   19627990    118      20  150064      -0.4251      0.66462
218         17   19636297   19656746     47      11  150064     -0.11928      0.54747
9706        17   19669143   19776239    168       9  150064     -0.31364       0.6231
11216       17   19802765   19886169    114       9  150064       2.3781    0.0087016
92521       17   19907649   20223072    717      22  150064       4.0771   2.2801e-05
284194      17   20347708   20375848     15       3  150064       2.2967     0.010817
256223      17   20478037   20489224      1       1  150064       0.4933       0.3109
339184      17   20761708   20804453     66      13  150064       2.0684     0.019299
23326       17   20897906   20951722    198      15  150064       2.0826     0.018646
25979       17   21025241   21100285    130      18  150064      0.79908      0.21212
8834        17   21096263   21122974     69      16  150064      0.46454      0.32113
256302      17   21137183   21161578     75      17  150064      0.77367      0.21956
5606        17   21182968   21223552     31       8  150064       1.6851     0.045986
3768        17   21274699   21328184     48      12  150064       1.7555     0.039583
339263      17   21338211   21459941    153      23  150064     -0.47815      0.68373
100462977   17   22017437   22028991     44       9  150064      -1.1201      0.86867
26118       17   25616106   25645659     54       9  150064    -0.067112      0.52675
8844        17   25794036   25955718    332      33  150064      -1.5895      0.94403
3965        17   25953174   25981586     81       8  150064     -0.51707      0.69745
4843        17   26078792   26132555    150      25  150064      0.23042      0.40888
201229      17   26200340   26225409     25       6  150064      0.99524      0.15981
51701       17   26364009   26528407     95      38  150064     -0.68155      0.75224
27346       17   26641121   26660711     27       8  150064     0.068716      0.47261
90410       17   26650351   26667515     19       7  150064      0.27928      0.39001
7126        17   26657548   26679035     29       8  150064    -0.072467      0.52888
26073       17   26668659   26689603     28       9  150064     -0.64313      0.73993
147007      17   26679687   26694089     24      10  150064     -0.20257      0.58027
645832      17   26686290   26697265     26       8  150064     -0.67592      0.75045
7448        17   26689298   26702373     27       5  150064      -0.1109      0.54415
23098       17   26693683   26733062     78       9  150064     -0.81323      0.79196
113235      17   26716661   26738230     35       6  150064     -0.55476      0.71047
9058        17   26795664   26829799     54      19  150064      -1.0802      0.85996
8456        17   26828249   26870175     91      14  150064     -0.80331       0.7891
9094        17   26868725   26884647      9       4  150064       1.2612      0.10362
94005       17   26875405   26903887     20       7  150064    -0.005806      0.50232
230         17   26895133   26909282     11       5  150064    -0.049665      0.51981
10615       17   26899583   26931056     26      14  150064      0.56199      0.28706
124923      17   26929799   26946377     10       5  150064      0.20623       0.4183
9703        17   26936458   26977177     34      14  150064    0.0074512      0.49703
6388        17   26970374   26994207     20      11  150064      -0.3078      0.62088
6830        17   26984221   27034255     42      10  150064      0.64213      0.26039
147011      17   27025214   27044127     17       5  150064      0.71401      0.23761
83871       17   27036299   27050286     12       5  150064     -0.46034      0.67736
100861437   17   27038011   27049908     12       5  150064     -0.46034      0.67736
6147        17   27042000   27056374     19       6  150064     -0.26989      0.60638
116238      17   27046366   27058949     21       7  150064     -0.13241      0.55267
284086      17   27050822   27074784     35      10  150064    -0.012872      0.50513
9618        17   27066023   27082976     26       7  150064      0.53147      0.29755
55731       17   27077996   27174857    158      10  150064      0.46052      0.32257
26284       17   27177043   27193072     28       3  150064      0.44865      0.32684
2319        17   27201356   27229715     41      11  150064      0.50313      0.30744
147015      17   27219799   27235089     14       5  150064      0.44533      0.32804
57649       17   27227264   27283622     47       9  150064        0.224      0.41138
124925      17   27276923   27338458     80      14  150064      0.67959      0.24838
51268       17   27364918   27389245     49       8  150064       2.7366    0.0031037
399687      17   27395528   27512432    254      22  150064       2.0854     0.018517
9220        17   27395539   27407627     24       7  150064       1.2686      0.10229
1411        17   27568875   27586512     30       7  150064       2.5611    0.0052173
57532       17   27577854   27626166    104      13  150064       2.4968    0.0062664
57551       17   27712943   27883921    302      15  150064    -0.015201      0.50606
116236      17   27882679   27899042     24      11  150064      0.61291      0.26997
90313       17   27889198   27905175     25       9  150064      0.21108      0.41641
28964       17   27895487   27921610     40      10  150064     0.055133      0.47802
124930      17   27915527   27946779     38      11  150064      -0.4388       0.6696
84940       17   27936774   27954926     15       5  150064     -0.48948      0.68775
85464       17   27947956   28262231    390      16  150064     0.052526      0.47905
374786      17   28251874   28440470    246      14  150064      0.36179      0.35876
84081       17   28438821   28518493    114       8  150064       1.2315      0.10906
6532        17   28516337   28567986     83      16  150064       1.1984      0.11538
642         17   28570213   28624184     85      11  150064       1.7053     0.044068
388364      17   28638351   28666065     53      10  150064       3.7965   7.3366e-05
1362        17   28700942   28801675    131      10  150064       3.4157   0.00031805
9527        17   28799426   28858832     77       9  150064       3.3892   0.00035048
26083       17   28879124   28895511     25       7  150064        4.307   8.2737e-06
51379       17   29104702   29156778    172       4  150064        2.762    0.0028727
79915       17   29154020   29227295    163       7  150064        2.948     0.001599
79736       17   29221001   29238286     43       3  150064       2.8642    0.0020901
55803       17   29243698   29291340     71       9  150064       1.0385      0.14952
84282       17   29291224   29331929     52       4  150064     -0.30776      0.62087
4763        17   29416945   29709695    360       9  150064      0.10292      0.45901
4974        17   29616668   29629380     10       2  150064      0.19113      0.42421
2124        17   29624888   29646130     27       3  150064      0.22842      0.40966
2123        17   29638428   29653767     31       3  150064      0.61039       0.2708
84440       17   29713642   29870232    429      52  150064    -0.010187      0.50406
55352       17   30173884   30191326     35      10  150064       1.3114     0.094867
55813       17   30185190   30233729    121      12  150064      0.62686      0.26537
23512       17   30259044   30333057    180       5  150064       1.3743     0.084668
114659      17   30343155   30385519     36       4  150064       1.4676     0.071103
55288       17   30464473   30557746    129      10  150064     -0.62488      0.73397
162494      17   30588195   30656680    205      30  150064       4.4277   4.7631e-06
64149       17   30650460   30682066     37       9  150064       3.7174   0.00010064
7756        17   30672071   30702468     50       9  150064       3.7016   0.00010713
5717        17   30766481   30815337     46      10  150064        4.042   2.6502e-05
8851        17   30809105   30823271     29       8  150064        4.031   2.7768e-05
4642        17   30814628   31208902    802      62  150064       2.2692     0.011627
26022       17   31249928   31273667     72      14  150064      -1.4832      0.93099
124912      17   31313882   31329895     91      25  150064     0.045861      0.48171
40          17   31335105   32488825   3826     290  150064        3.277   0.00052466
6347        17   32577296   32589222     23       7  150064      -1.1569      0.87635
6354        17   32592235   32604261     38       9  150064      -1.1433      0.87355
6356        17   32607687   32620199     41      10  150064     -0.92976      0.82375
6355        17   32641066   32653421     37       8  150064      0.69079      0.24485
6357        17   32678471   32690629     47       8  150064     -0.86916      0.80762
6346        17   32682347   32695252     59       9  150064     -0.54856      0.70835
400591      17   32896142   32911388     62      15  150064      -1.0984        0.864
124842      17   32902768   32971337    166      40  150064       1.1279      0.12968
10693       17   33249878   33312968     89      20  150064       2.3791    0.0086781
91603       17   33283549   33295205     25       9  150064       2.4216    0.0077261
3980        17   33302517   33337088     33       9  150064      0.81273      0.20819
117584      17   33331131   33421348     92      17  150064      0.93937      0.17377
5892        17   33421811   33451888     44      17  150064      -1.0862      0.86131
54752       17   33443598   33462751     20       9  150064     -0.44328      0.67122
54475       17   33453368   33474322     25      10  150064      0.74187      0.22908
146862      17   33469787   33521364    138      22  150064     -0.12687      0.55048
146861      17   33514539   33526412     31       9  150064     -0.15433      0.56133
162394      17   33565086   33599768    128      20  150064     -0.71479      0.76263
91607       17   33672324   33705821     94      22  150064     -0.14196      0.55644
55106       17   33733079   33765302    108      17  150064      0.13942      0.44456
146857      17   33757115   33780856     78      19  150064      0.01777      0.49291
100506736   17   33796942   33819758     90      14  150064     -0.69785      0.75737
342618      17   33869728   33891783     93      18  150064    -0.099945      0.53981
5193        17   33896814   33910656     38      11  150064      0.71956       0.2359
163         17   33908918   34058436    430      27  150064      0.64289      0.26015
91608       17   34053679   34075540     50      14  150064      0.19977      0.42083
246176      17   34066530   34084897     54       9  150064      -1.1876       0.8825
79148       17   34078316   34127711    110      10  150064       -1.573      0.94214
146853      17   34082890   34097098     38       5  150064      -1.8894      0.97058
8148        17   34131459   34179246     99      10  150064      -1.6021      0.94543
256957      17   34176898   34200895     50       7  150064      -1.2125      0.88734
6352        17   34193495   34212377     47       7  150064      -1.3695      0.91458
201299      17   34240084   34262780     66       5  150064      -1.0116      0.84412
57151       17   34256522   34275714     82       9  150064      -1.0315      0.84884
6360        17   34298529   34315373     53      12  150064      0.50167      0.30795
6358        17   34305692   34318764     38       8  150064       1.0109      0.15604
6359        17   34318476   34334084     81       9  150064       2.1773     0.014729
6368        17   34335096   34350005     61       7  150064       1.5883     0.056113
6362        17   34386643   34403841     49       9  150064     -0.29562      0.61624
6348        17   34410602   34422506     39       5  150064     -0.16282      0.56467
6351        17   34426220   34438014     59       5  150064     -0.25587      0.60097
9326        17   34837471   34860154     35       7  150064       2.2421     0.012479
80179       17   34846599   34896305     83      11  150064       1.3394     0.090224
284098      17   34885849   34900217     23       4  150064      0.90631      0.18239
79893       17   34895737   34951278    106      11  150064       2.4457    0.0072283
79154       17   34943226   34962233     31       5  150064        3.003    0.0013366
79922       17   34953010   34970407     48       6  150064       1.5786     0.057214
3975        17   35289772   35306915     34       7  150064      0.83308       0.2024
26574       17   35301175   35419171    154      14  150064      0.11352      0.45481
31          17   35436927   35771902    507      30  150064       1.4209     0.077669
284099      17   35727928   35754812     40      13  150064     -0.37814      0.64734
6871        17   35761977   35844830    219      21  150064      0.62183      0.26703
11072       17   35844951   35878603     82      13  150064      0.36529      0.35745
11276       17   35869900   35974544    157      26  150064         1.45     0.073526
11056       17   35967363   36008493     57      11  150064      0.94887      0.17134
6928        17   36041434   36110096    184      47  150064     -0.61096      0.72939
84218       17   36278868   36299915      2       1  150064     -0.64438      0.74034
84311       17   36447989   36484101     39       4  150064     -0.62398      0.73368
440435      17   36476493   36504693     42       7  150064     -0.36466      0.64232
30837       17   36503007   36566846    109       9  150064       1.4284     0.076588
57636       17   36579720   36673628    304      36  150064      0.11162      0.45556
80725       17   36681259   36767183    172      24  150064       -0.697       0.7571
100170841   17   36822956   36836187     22       7  150064       2.0282     0.021268
4302        17   36856873   36891056     37      13  150064       1.5031     0.066401
284106      17   36881510   36896858     29       9  150064       1.0945      0.13687
7703        17   36885150   36911070     68      18  150064       2.2725     0.011528
5691        17   36903978   36925484     57      15  150064       2.5298    0.0057056
8396        17   36916944   36961218    103      19  150064       3.4233   0.00030928
54883       17   36951687   36986603     90      13  150064       3.7541   8.6987e-05
388381      17   36986341   37002642     59      12  150064       2.8389    0.0022638
9349        17   37001321   37015053     38      11  150064       2.7457    0.0030189
3927        17   37021112   37083023    197      43  150064       1.6488     0.049593
494188      17   37087685   37128655     45      12  150064      0.77669      0.21867
57125       17   37214556   37313946    373      34  150064       0.4517      0.32574
390790      17   37308147   37327414     81      13  150064      0.89504      0.18538
782         17   37324709   37358956     62      16  150064       2.2666     0.011707
6143        17   37351536   37365980     22       5  150064      0.52172      0.30093
342667      17   37361789   37387040     49      11  150064      0.51062      0.30481
101929578   17   37389040   37407043     23       3  150064       3.1937   0.00070231
84961       17   37403897   37563530    314      11  150064       3.1799   0.00073654
5469        17   37555538   37612527    106       9  150064       3.3621   0.00038676
51755       17   37612739   37726398    207      12  150064       3.2595   0.00055811
4761        17   37755021   37769175     17       4  150064       3.0496    0.0011457
84152       17   37778177   37797878     45       8  150064       3.3675   0.00037922
10948       17   37788333   37825454     93      10  150064       1.6351     0.051012
8557        17   37816599   37827807     28       4  150064      0.90382      0.18304
5409        17   37819234   37831728     33       5  150064        1.938     0.026313
93210       17   37822375   37849310     75       5  150064        2.444    0.0072623
2064        17   37839167   37889915     63      10  150064       2.1626     0.015288
84299       17   37880409   37891792     12       5  150064       1.4017     0.080497
2886        17   37889162   37908538     27       5  150064       1.4131     0.078813
22806       17   37908968   38025441    248       7  150064       1.1167      0.13206
124626      17   38019417   38039149     55       4  150064       1.5908     0.055829
55876       17   38055848   38079903     69       7  150064       1.0778      0.14056
94103       17   38072294   38088884     36       7  150064       1.4614     0.071957
101928947   17   38078156   38100953     49      10  150064       1.8501     0.032146
100505591   17   38092727   38105987     38       8  150064        1.601     0.054684
284110      17   38114226   38139019     77      11  150064       1.8991     0.028778
5709        17   38132021   38159213     86       9  150064       1.7952     0.036309
1440        17   38166614   38179066     47       7  150064       1.7092     0.043704
9862        17   38170350   38215889     92      10  150064       1.7221     0.042522
7067        17   38213446   38255120     73      16  150064       1.7546     0.039666
9572        17   38244037   38261978     41      13  150064      0.19833      0.42139
339287      17   38273235   38298047     46       8  150064     -0.39068      0.65198
22794       17   38291507   38333431     58       7  150064     -0.11173      0.54448
51195       17   38329242   38356906     49       9  150064    0.0017338      0.49931
147179      17   38370556   38443944    119      11  150064     0.022244      0.49113
990         17   38439146   38464413     28       5  150064      -0.2489      0.59828
5914        17   38460423   38518895     76      11  150064    -0.069226       0.5276
125111      17   38511904   38525945     26       5  150064      0.38489      0.35016
7153        17   38539773   38579202     56       7  150064      0.35288      0.36209
3487        17   38594676   38618982     54      11  150064      0.53978      0.29467
84951       17   38627080   38662933    106      20  150064       2.4516    0.0071121
1236        17   38705021   38726736     47      16  150064      0.16608      0.43405
6605        17   38776214   38810658     59      11  150064      -0.1308      0.55203
125113      17   38806872   38826416     37       4  150064    -0.090446      0.53603
192666      17   38849243   38865002     40       7  150064     -0.71812      0.76366
147183      17   38899273   38916584     51      12  150064      0.54144       0.2941
